train_acc,train_loss,val_acc,val_loss
0.03766315789473684,4.3452177,0.056799999999999996,4.0860157
0.06328421052631579,4.036511,0.08839999999999999,3.8936222
0.08440000000000002,3.8695564,0.0776,3.8637235
0.11046315789473686,3.7110188,0.1416,3.5116336
0.14023157894736843,3.5448723,0.13440000000000002,3.5024915
0.17210526315789473,3.3820302,0.17000000000000004,3.3677092
0.20037894736842105,3.203098,0.23240000000000002,3.052611
0.22814736842105265,3.0603592,0.20639999999999997,3.2071204
0.25048421052631575,2.934725,0.268,2.8409238
0.27804210526315787,2.8034863,0.2964,2.7169678
0.29362105263157895,2.7153907,0.2792,2.8063722
0.3136210526315789,2.609638,0.33679999999999993,2.5145478
0.33210526315789474,2.5238338,0.34,2.5472343
0.34936842105263155,2.4543715,0.33559999999999995,2.4622343
0.36810526315789477,2.3676186,0.3804,2.3108015
0.3782736842105263,2.3171678,0.3552,2.4685829
0.39212631578947366,2.254718,0.39520000000000005,2.2424212
0.4089473684210526,2.187748,0.39960000000000007,2.2281616
0.41589473684210526,2.1481783,0.3600000000000001,2.4280663
0.42943157894736844,2.0896986,0.4244,2.077028
0.43926315789473686,2.0460699,0.38480000000000003,2.298878
0.44320000000000004,2.0142024,0.40800000000000003,2.2093887
0.46037894736842105,1.9570303,0.4612,1.9701893
0.46555789473684206,1.9314941,0.4092,2.2061155
0.47200000000000003,1.9004343,0.45879999999999993,1.9389666
0.4859789473684211,1.8446667,0.4671999999999999,1.9281442
0.4894526315789473,1.8350554,0.4364,2.0779002
0.5004842105263158,1.7938693,0.4692,1.8921415
0.5050947368421053,1.7674723,0.45799999999999996,1.9580492
0.5068,1.7538298,0.4612,1.9541905
0.5208631578947369,1.7062284,0.4895999999999999,1.8125249
0.5254736842105263,1.6837406,0.4452,2.04371
0.526821052631579,1.6753901,0.498,1.8200841
0.5376000000000001,1.639107,0.49119999999999997,1.8222389
0.5402736842105264,1.6295577,0.4616,2.0047781
0.5482736842105264,1.5940579,0.5072,1.7725906
0.5550947368421052,1.5701289,0.47240000000000004,1.9587326
0.5540631578947368,1.5757859,0.486,1.9143844
0.5598105263157896,1.5389078,0.5216000000000001,1.7153294
0.5670315789473684,1.5288953,0.47119999999999995,1.9600662
0.5708,1.5153424,0.5047999999999999,1.7636921
0.5738736842105264,1.4797555,0.5096,1.740535
0.5751368421052633,1.4848409,0.47759999999999997,1.952414
0.5828210526315789,1.4542794,0.5288,1.6857642
0.5875578947368422,1.4371523,0.49879999999999997,1.8623216
0.5852,1.436992,0.49119999999999997,1.9255894
0.593621052631579,1.4083686,0.5404,1.6661618
0.5970736842105263,1.3912818,0.5035999999999999,1.8910837
0.599578947368421,1.3902022,0.5307999999999999,1.7113853
0.6048000000000001,1.3652824,0.5367999999999999,1.6675847
0.6029894736842104,1.3658614,0.4759999999999999,2.0126605
0.6097894736842104,1.343177,0.5372,1.6670243
0.6142947368421053,1.3329103,0.5216000000000001,1.748898
0.6129263157894737,1.3302273,0.5176000000000001,1.7928324
0.6218947368421054,1.3033938,0.5443999999999999,1.6502172
0.6224842105263156,1.3011436,0.4968000000000001,1.8766674
0.6230315789473684,1.290904,0.5416000000000001,1.6525632
0.6313684210526317,1.2637112,0.5468,1.6597158
0.6277473684210527,1.2709918,0.4952,1.9951882
0.6325684210526316,1.2580521,0.5464,1.6367636
0.6345894736842106,1.2388719,0.5324000000000001,1.7390422
0.633957894736842,1.2411858,0.5332,1.7483438
0.6424210526315789,1.2143812,0.5508,1.6189811
0.6429894736842106,1.2149198,0.5084000000000001,1.8625798
0.6437473684210526,1.2101513,0.5492,1.6802788
0.6514736842105264,1.1799477,0.5432,1.702455
0.6497263157894737,1.1915566,0.5024000000000001,2.009244
0.6521052631578947,1.1775138,0.5572,1.623456
0.6580842105263158,1.1600982,0.5444,1.7691717
0.6537473684210527,1.1692336,0.5284,1.7568755
0.6641684210526316,1.136188,0.5623999999999999,1.6186386
0.6624210526315789,1.1404024,0.5188,1.8256121
0.6630105263157894,1.1390445,0.5648,1.6522278
0.6685473684210527,1.1150854,0.5656,1.6420172
0.6646315789473685,1.1254696,0.5252,1.8701035
0.6717473684210526,1.1034502,0.5728,1.6187618
0.670357894736842,1.1025991,0.5276,1.8408225
0.6694105263157895,1.1023306,0.5428,1.7465019
0.6770736842105263,1.0809278,0.5588000000000001,1.617477
0.6772842105263158,1.0793959,0.5072,1.9158387
0.6748631578947368,1.0811645,0.5628,1.6677605
0.6815578947368421,1.0558344,0.5700000000000001,1.6449398
0.6805684210526315,1.0628253,0.514,1.9008234
0.6844631578947369,1.0521715,0.5728000000000001,1.6358494
0.6912842105263158,1.0291923,0.5492,1.7501401
0.6862526315789473,1.0454186,0.5364,1.7842166
0.6915157894736843,1.0233343,0.5708,1.6217775
0.6915578947368421,1.0197629,0.5308,1.9248722
0.6934105263157895,1.017418,0.57,1.6287514
0.6987578947368421,0.99841166,0.5723999999999999,1.6298454
0.696021052631579,1.0078126,0.524,1.8883553
0.7000421052631579,0.9974466,0.5728,1.6535648
0.7000210526315789,0.9869831,0.5512,1.8053868
0.6983578947368422,0.99644774,0.5596000000000001,1.7067592
0.7045263157894737,0.97595924,0.578,1.6554431
0.7052842105263157,0.9681165,0.5428,1.8917187
0.7042526315789474,0.97698694,0.5691999999999999,1.6783767
0.7094526315789473,0.95589024,0.5736,1.6343024
0.7069263157894737,0.9641537,0.5412,1.8361511
0.7110736842105263,0.9508408,0.5776,1.6528636
