train_acc,train_loss,val_acc,val_loss
0.02178947368421053,4.4859147,0.03,4.327185
0.03494736842105264,4.259589,0.046000000000000006,4.1844754
0.048042105263157914,4.1375284,0.0412,4.4309044
0.05553684210526316,4.0605197,0.06520000000000001,3.960596
0.06595789473684212,3.9913669,0.061200000000000004,4.0989857
0.07818947368421053,3.9320865,0.07840000000000001,3.8910952
0.08688421052631581,3.8732562,0.102,3.7904098
0.09534736842105264,3.815077,0.0776,4.2461896
0.10477894736842107,3.7649677,0.11880000000000003,3.6478858
0.11349473684210527,3.7022586,0.126,3.6362553
0.1244421052631579,3.6585197,0.11719999999999998,3.6987686
0.13446315789473684,3.5900066,0.1524,3.4818516
0.14776842105263158,3.5277066,0.1468,3.4785733
0.15486315789473684,3.4850206,0.1544,3.4823718
0.16319999999999998,3.4266267,0.17720000000000002,3.3132
0.17414736842105263,3.374802,0.14679999999999999,3.4893932
0.17934736842105262,3.3297853,0.18880000000000002,3.2556117
0.19071578947368423,3.2792964,0.19839999999999997,3.245578
0.19770526315789472,3.239855,0.17959999999999998,3.3531187
0.20408421052631578,3.187097,0.2188,3.105667
0.21623157894736844,3.1350818,0.20440000000000003,3.2438953
0.22162105263157897,3.1089962,0.21520000000000003,3.126918
0.23162105263157898,3.0582795,0.2564,2.9616644
0.2371157894736842,3.0148072,0.19760000000000003,3.2838717
0.2454947368421053,2.9816806,0.256,2.9183438
0.25530526315789476,2.9266481,0.258,2.9111183
0.2579368421052632,2.9156442,0.2452,3.0393994
0.2671157894736842,2.862777,0.2828,2.7943835
0.27606315789473684,2.8236196,0.272,2.8535485
0.2746736842105263,2.8169022,0.27,2.8940158
0.2867157894736842,2.767029,0.29120000000000007,2.7070804
0.2919368421052632,2.7470903,0.27599999999999997,2.8132975
0.2973894736842106,2.7208705,0.3012,2.691254
0.3036842105263158,2.6819372,0.2952,2.6838748
0.308021052631579,2.6602101,0.276,2.8721137
0.31136842105263157,2.6386294,0.3172,2.6147442
0.32115789473684214,2.6038797,0.3024,2.6746316
0.3225684210526315,2.5967166,0.3072,2.7211657
0.3298736842105263,2.5540936,0.3368,2.5113544
0.3371368421052631,2.5353706,0.3028,2.7312484
0.33842105263157896,2.514895,0.3432,2.5383933
0.3449473684210526,2.4780982,0.3452,2.4935987
0.3488421052631579,2.4741344,0.3168,2.6785178
0.35258947368421056,2.4419205,0.3632,2.3990138
0.35789473684210527,2.4218554,0.3096,2.692544
0.35936842105263156,2.415366,0.3364000000000001,2.497307
0.3683368421052632,2.3673468,0.36719999999999997,2.3762062
0.36949473684210526,2.3669105,0.316,2.6708539
0.37117894736842105,2.3487926,0.3752,2.3672557
0.3798105263157895,2.3213348,0.36839999999999995,2.3541665
0.3777684210526316,2.3209941,0.3236,2.5824757
0.38637894736842104,2.2918944,0.38079999999999997,2.2933433
0.38913684210526317,2.2753105,0.36760000000000004,2.4251938
0.3908210526315789,2.2653015,0.34840000000000004,2.437883
0.39484210526315794,2.232794,0.3924,2.2528439
0.3989263157894737,2.2333994,0.3459999999999999,2.4940548
0.40067368421052635,2.219866,0.38599999999999995,2.2642493
0.40640000000000004,2.1886868,0.3999999999999999,2.2344916
0.40802105263157895,2.192463,0.3448,2.4791126
0.4146526315789474,2.167285,0.41200000000000003,2.190377
0.4185894736842105,2.1464913,0.37479999999999997,2.3949468
0.41627368421052635,2.1531422,0.3764,2.324174
0.42418947368421056,2.1209116,0.40880000000000005,2.1693423
0.42538947368421054,2.1119306,0.37520000000000003,2.3743203
0.4282947368421053,2.101541,0.40199999999999997,2.2350569
0.43549473684210527,2.0681846,0.40559999999999996,2.1816187
0.4298736842105263,2.0860143,0.3884,2.267831
0.4360210526315789,2.0542045,0.41200000000000003,2.1332846
0.4380421052631579,2.05069,0.38919999999999993,2.2508013
0.43903157894736844,2.0484605,0.392,2.2696455
0.44711578947368424,2.0205224,0.424,2.0811956
0.4471789473684211,2.015218,0.3864,2.2984467
0.44673684210526315,2.016907,0.42599999999999993,2.110846
0.4534947368421052,1.9837017,0.4116,2.132353
0.45277894736842106,1.9948181,0.4008,2.2376232
0.4577473684210527,1.9750321,0.4324,2.0713952
0.4581894736842105,1.9584218,0.3992,2.2438133
0.4601894736842106,1.9708098,0.4044,2.203694
0.46406315789473684,1.9468955,0.4448,2.032356
0.4652,1.9366119,0.386,2.2997732
0.4654315789473685,1.9365389,0.4424,2.088809
0.4691789473684211,1.9149677,0.426,2.0887356
0.47090526315789477,1.9134567,0.4,2.3137531
0.47023157894736844,1.9030586,0.4476,2.0211718
0.4758526315789474,1.8877416,0.43040000000000006,2.1297615
0.4761894736842105,1.8868958,0.4024000000000001,2.2684531
0.4807789473684211,1.8676696,0.45520000000000005,1.989756
0.4812631578947369,1.8715622,0.41200000000000003,2.2439032
0.48381052631578947,1.8619903,0.4388,2.0217001
0.48762105263157896,1.8402873,0.4336,2.065875
0.4824,1.8573389,0.41960000000000003,2.2053876
0.4889894736842106,1.8332607,0.4476,1.9869043
0.4907578947368421,1.8221964,0.42760000000000004,2.1354904
0.48983157894736845,1.8285797,0.4276,2.1006975
0.49524210526315793,1.8099554,0.452,1.9862294
0.4957684210526316,1.8061603,0.4252,2.1490328
0.49446315789473694,1.8103951,0.4464,2.0232277
0.5004842105263158,1.7772237,0.4548,1.9995599
0.49816842105263165,1.7900369,0.4256,2.1941075
0.5022105263157896,1.7783026,0.46319999999999995,1.9391519
